filepath,modality,channel,emotion,intensity,statement,repetition,actor,gender,label
../data/Actor_03\03-02-06-01-02-02-03.wav,3,2,6,1,2,2,3,male,fearful
../data/Actor_03\03-02-06-02-01-01-03.wav,3,2,6,2,1,1,3,male,fearful
../data/Actor_03\03-02-06-02-01-02-03.wav,3,2,6,2,1,2,3,male,fearful
../data/Actor_03\03-02-06-02-02-01-03.wav,3,2,6,2,2,1,3,male,fearful
../data/Actor_03\03-02-06-02-02-02-03.wav,3,2,6,2,2,2,3,male,fearful
../data/Actor_04\03-01-01-01-01-01-04.wav,3,1,1,1,1,1,4,female,neutral
../data/Actor_04\03-01-01-01-01-02-04.wav,3,1,1,1,1,2,4,female,neutral
../data/Actor_04\03-01-01-01-02-01-04.wav,3,1,1,1,2,1,4,female,neutral
../data/Actor_04\03-01-01-01-02-02-04.wav,3,1,1,1,2,2,4,female,neutral
../data/Actor_04\03-01-02-01-01-01-04.wav,3,1,2,1,1,1,4,female,calm
../data/Actor_04\03-01-02-01-01-02-04.wav,3,1,2,1,1,2,4,female,calm
../data/Actor_04\03-01-02-01-02-01-04.wav,3,1,2,1,2,1,4,female,calm
../data/Actor_04\03-01-02-01-02-02-04.wav,3,1,2,1,2,2,4,female,calm
../data/Actor_04\03-01-02-02-01-01-04.wav,3,1,2,2,1,1,4,female,calm
../data/Actor_04\03-01-02-02-01-02-04.wav,3,1,2,2,1,2,4,female,calm
../data/Actor_04\03-01-02-02-02-01-04.wav,3,1,2,2,2,1,4,female,calm
../data/Actor_04\03-01-02-02-02-02-04.wav,3,1,2,2,2,2,4,female,calm
../data/Actor_04\03-01-03-01-01-01-04.wav,3,1,3,1,1,1,4,female,happy
../data/Actor_04\03-01-03-01-01-02-04.wav,3,1,3,1,1,2,4,female,happy
../data/Actor_04\03-01-03-01-02-01-04.wav,3,1,3,1,2,1,4,female,happy
../data/Actor_04\03-01-03-01-02-02-04.wav,3,1,3,1,2,2,4,female,happy
../data/Actor_04\03-01-03-02-01-01-04.wav,3,1,3,2,1,1,4,female,happy
../data/Actor_04\03-01-03-02-01-02-04.wav,3,1,3,2,1,2,4,female,happy
../data/Actor_04\03-01-03-02-02-01-04.wav,3,1,3,2,2,1,4,female,happy
../data/Actor_04\03-01-03-02-02-02-04.wav,3,1,3,2,2,2,4,female,happy
../data/Actor_04\03-01-04-01-01-01-04.wav,3,1,4,1,1,1,4,female,sad
../data/Actor_04\03-01-04-01-01-02-04.wav,3,1,4,1,1,2,4,female,sad
../data/Actor_04\03-01-04-01-02-01-04.wav,3,1,4,1,2,1,4,female,sad
../data/Actor_04\03-01-04-01-02-02-04.wav,3,1,4,1,2,2,4,female,sad
../data/Actor_04\03-01-04-02-01-01-04.wav,3,1,4,2,1,1,4,female,sad
../data/Actor_04\03-01-04-02-01-02-04.wav,3,1,4,2,1,2,4,female,sad
../data/Actor_04\03-01-04-02-02-01-04.wav,3,1,4,2,2,1,4,female,sad
../data/Actor_04\03-01-04-02-02-02-04.wav,3,1,4,2,2,2,4,female,sad
../data/Actor_04\03-01-05-01-01-01-04.wav,3,1,5,1,1,1,4,female,angry
../data/Actor_04\03-01-05-01-01-02-04.wav,3,1,5,1,1,2,4,female,angry
../data/Actor_04\03-01-05-01-02-01-04.wav,3,1,5,1,2,1,4,female,angry
../data/Actor_04\03-01-05-01-02-02-04.wav,3,1,5,1,2,2,4,female,angry
../data/Actor_04\03-01-05-02-01-01-04.wav,3,1,5,2,1,1,4,female,angry
../data/Actor_04\03-01-05-02-01-02-04.wav,3,1,5,2,1,2,4,female,angry
../data/Actor_04\03-01-05-02-02-01-04.wav,3,1,5,2,2,1,4,female,angry
../data/Actor_04\03-01-05-02-02-02-04.wav,3,1,5,2,2,2,4,female,angry
../data/Actor_04\03-01-06-01-01-01-04.wav,3,1,6,1,1,1,4,female,fearful
../data/Actor_04\03-01-06-01-01-02-04.wav,3,1,6,1,1,2,4,female,fearful
../data/Actor_04\03-01-06-01-02-01-04.wav,3,1,6,1,2,1,4,female,fearful
../data/Actor_04\03-01-06-01-02-02-04.wav,3,1,6,1,2,2,4,female,fearful
../data/Actor_04\03-01-06-02-01-01-04.wav,3,1,6,2,1,1,4,female,fearful
../data/Actor_04\03-01-06-02-01-02-04.wav,3,1,6,2,1,2,4,female,fearful
../data/Actor_04\03-01-06-02-02-01-04.wav,3,1,6,2,2,1,4,female,fearful
../data/Actor_04\03-01-06-02-02-02-04.wav,3,1,6,2,2,2,4,female,fearful
../data/Actor_04\03-01-07-01-01-01-04.wav,3,1,7,1,1,1,4,female,disgust
../data/Actor_04\03-01-07-01-01-02-04.wav,3,1,7,1,1,2,4,female,disgust
../data/Actor_04\03-01-07-01-02-01-04.wav,3,1,7,1,2,1,4,female,disgust
../data/Actor_04\03-01-07-01-02-02-04.wav,3,1,7,1,2,2,4,female,disgust
../data/Actor_04\03-01-07-02-01-01-04.wav,3,1,7,2,1,1,4,female,disgust
../data/Actor_04\03-01-07-02-01-02-04.wav,3,1,7,2,1,2,4,female,disgust
../data/Actor_04\03-01-07-02-02-01-04.wav,3,1,7,2,2,1,4,female,disgust
../data/Actor_04\03-01-07-02-02-02-04.wav,3,1,7,2,2,2,4,female,disgust
../data/Actor_04\03-01-08-01-01-01-04.wav,3,1,8,1,1,1,4,female,surprised
../data/Actor_04\03-01-08-01-01-02-04.wav,3,1,8,1,1,2,4,female,surprised
../data/Actor_04\03-01-08-01-02-01-04.wav,3,1,8,1,2,1,4,female,surprised
../data/Actor_04\03-01-08-01-02-02-04.wav,3,1,8,1,2,2,4,female,surprised
../data/Actor_04\03-01-08-02-01-01-04.wav,3,1,8,2,1,1,4,female,surprised
../data/Actor_04\03-01-08-02-01-02-04.wav,3,1,8,2,1,2,4,female,surprised
../data/Actor_04\03-01-08-02-02-01-04.wav,3,1,8,2,2,1,4,female,surprised
../data/Actor_04\03-01-08-02-02-02-04.wav,3,1,8,2,2,2,4,female,surprised
../data/Actor_04\03-02-01-01-01-01-04.wav,3,2,1,1,1,1,4,female,neutral
../data/Actor_04\03-02-01-01-01-02-04.wav,3,2,1,1,1,2,4,female,neutral
../data/Actor_04\03-02-01-01-02-01-04.wav,3,2,1,1,2,1,4,female,neutral
../data/Actor_04\03-02-01-01-02-02-04.wav,3,2,1,1,2,2,4,female,neutral
../data/Actor_04\03-02-02-01-01-01-04.wav,3,2,2,1,1,1,4,female,calm
../data/Actor_04\03-02-02-01-01-02-04.wav,3,2,2,1,1,2,4,female,calm
../data/Actor_04\03-02-02-01-02-01-04.wav,3,2,2,1,2,1,4,female,calm
../data/Actor_04\03-02-02-01-02-02-04.wav,3,2,2,1,2,2,4,female,calm
../data/Actor_04\03-02-02-02-01-01-04.wav,3,2,2,2,1,1,4,female,calm
../data/Actor_04\03-02-02-02-01-02-04.wav,3,2,2,2,1,2,4,female,calm
../data/Actor_04\03-02-02-02-02-01-04.wav,3,2,2,2,2,1,4,female,calm
../data/Actor_04\03-02-02-02-02-02-04.wav,3,2,2,2,2,2,4,female,calm
../data/Actor_04\03-02-03-01-01-01-04.wav,3,2,3,1,1,1,4,female,happy
../data/Actor_04\03-02-03-01-01-02-04.wav,3,2,3,1,1,2,4,female,happy
../data/Actor_04\03-02-03-01-02-01-04.wav,3,2,3,1,2,1,4,female,happy
../data/Actor_04\03-02-03-01-02-02-04.wav,3,2,3,1,2,2,4,female,happy
../data/Actor_04\03-02-03-02-01-01-04.wav,3,2,3,2,1,1,4,female,happy
../data/Actor_04\03-02-03-02-01-02-04.wav,3,2,3,2,1,2,4,female,happy
../data/Actor_04\03-02-03-02-02-01-04.wav,3,2,3,2,2,1,4,female,happy
../data/Actor_04\03-02-03-02-02-02-04.wav,3,2,3,2,2,2,4,female,happy
../data/Actor_04\03-02-04-01-01-01-04.wav,3,2,4,1,1,1,4,female,sad
../data/Actor_04\03-02-04-01-01-02-04.wav,3,2,4,1,1,2,4,female,sad
../data/Actor_04\03-02-04-01-02-01-04.wav,3,2,4,1,2,1,4,female,sad
../data/Actor_04\03-02-04-01-02-02-04.wav,3,2,4,1,2,2,4,female,sad
../data/Actor_04\03-02-04-02-01-01-04.wav,3,2,4,2,1,1,4,female,sad
../data/Actor_04\03-02-04-02-01-02-04.wav,3,2,4,2,1,2,4,female,sad
../data/Actor_04\03-02-04-02-02-01-04.wav,3,2,4,2,2,1,4,female,sad
../data/Actor_04\03-02-04-02-02-02-04.wav,3,2,4,2,2,2,4,female,sad
../data/Actor_04\03-02-05-01-01-01-04.wav,3,2,5,1,1,1,4,female,angry
../data/Actor_04\03-02-05-01-01-02-04.wav,3,2,5,1,1,2,4,female,angry
../data/Actor_04\03-02-05-01-02-01-04.wav,3,2,5,1,2,1,4,female,angry
../data/Actor_04\03-02-05-01-02-02-04.wav,3,2,5,1,2,2,4,female,angry
../data/Actor_04\03-02-05-02-01-01-04.wav,3,2,5,2,1,1,4,female,angry
../data/Actor_04\03-02-05-02-01-02-04.wav,3,2,5,2,1,2,4,female,angry
../data/Actor_04\03-02-05-02-02-01-04.wav,3,2,5,2,2,1,4,female,angry
../data/Actor_04\03-02-05-02-02-02-04.wav,3,2,5,2,2,2,4,female,angry
../data/Actor_04\03-02-06-01-01-01-04.wav,3,2,6,1,1,1,4,female,fearful
../data/Actor_04\03-02-06-01-01-02-04.wav,3,2,6,1,1,2,4,female,fearful
../data/Actor_04\03-02-06-01-02-01-04.wav,3,2,6,1,2,1,4,female,fearful
../data/Actor_04\03-02-06-01-02-02-04.wav,3,2,6,1,2,2,4,female,fearful
../data/Actor_04\03-02-06-02-01-01-04.wav,3,2,6,2,1,1,4,female,fearful
../data/Actor_04\03-02-06-02-01-02-04.wav,3,2,6,2,1,2,4,female,fearful
../data/Actor_04\03-02-06-02-02-01-04.wav,3,2,6,2,2,1,4,female,fearful
../data/Actor_04\03-02-06-02-02-02-04.wav,3,2,6,2,2,2,4,female,fearful
../data/Actor_05\03-01-01-01-01-01-05.wav,3,1,1,1,1,1,5,male,neutral
../data/Actor_05\03-01-01-01-01-02-05.wav,3,1,1,1,1,2,5,male,neutral
../data/Actor_05\03-01-01-01-02-01-05.wav,3,1,1,1,2,1,5,male,neutral
../data/Actor_05\03-01-01-01-02-02-05.wav,3,1,1,1,2,2,5,male,neutral
../data/Actor_05\03-01-02-01-01-01-05.wav,3,1,2,1,1,1,5,male,calm
../data/Actor_05\03-01-02-01-01-02-05.wav,3,1,2,1,1,2,5,male,calm
../data/Actor_05\03-01-02-01-02-01-05.wav,3,1,2,1,2,1,5,male,calm
../data/Actor_05\03-01-02-01-02-02-05.wav,3,1,2,1,2,2,5,male,calm
../data/Actor_05\03-01-02-02-01-01-05.wav,3,1,2,2,1,1,5,male,calm
../data/Actor_05\03-01-02-02-01-02-05.wav,3,1,2,2,1,2,5,male,calm
../data/Actor_05\03-01-02-02-02-01-05.wav,3,1,2,2,2,1,5,male,calm
../data/Actor_05\03-01-02-02-02-02-05.wav,3,1,2,2,2,2,5,male,calm
../data/Actor_05\03-01-03-01-01-01-05.wav,3,1,3,1,1,1,5,male,happy
../data/Actor_05\03-01-03-01-01-02-05.wav,3,1,3,1,1,2,5,male,happy
../data/Actor_05\03-01-03-01-02-01-05.wav,3,1,3,1,2,1,5,male,happy
../data/Actor_05\03-01-03-01-02-02-05.wav,3,1,3,1,2,2,5,male,happy
../data/Actor_05\03-01-03-02-01-01-05.wav,3,1,3,2,1,1,5,male,happy
../data/Actor_05\03-01-03-02-01-02-05.wav,3,1,3,2,1,2,5,male,happy
../data/Actor_05\03-01-03-02-02-01-05.wav,3,1,3,2,2,1,5,male,happy
../data/Actor_05\03-01-03-02-02-02-05.wav,3,1,3,2,2,2,5,male,happy
../data/Actor_05\03-01-04-01-01-01-05.wav,3,1,4,1,1,1,5,male,sad
../data/Actor_05\03-01-04-01-01-02-05.wav,3,1,4,1,1,2,5,male,sad
../data/Actor_05\03-01-04-01-02-01-05.wav,3,1,4,1,2,1,5,male,sad
../data/Actor_05\03-01-04-01-02-02-05.wav,3,1,4,1,2,2,5,male,sad
../data/Actor_05\03-01-04-02-01-01-05.wav,3,1,4,2,1,1,5,male,sad
../data/Actor_05\03-01-04-02-01-02-05.wav,3,1,4,2,1,2,5,male,sad
../data/Actor_05\03-01-04-02-02-01-05.wav,3,1,4,2,2,1,5,male,sad
../data/Actor_05\03-01-04-02-02-02-05.wav,3,1,4,2,2,2,5,male,sad
../data/Actor_05\03-01-05-01-01-01-05.wav,3,1,5,1,1,1,5,male,angry
../data/Actor_05\03-01-05-01-01-02-05.wav,3,1,5,1,1,2,5,male,angry
../data/Actor_05\03-01-05-01-02-01-05.wav,3,1,5,1,2,1,5,male,angry
../data/Actor_05\03-01-05-01-02-02-05.wav,3,1,5,1,2,2,5,male,angry
../data/Actor_05\03-01-05-02-01-01-05.wav,3,1,5,2,1,1,5,male,angry
../data/Actor_05\03-01-05-02-01-02-05.wav,3,1,5,2,1,2,5,male,angry
../data/Actor_05\03-01-05-02-02-01-05.wav,3,1,5,2,2,1,5,male,angry
../data/Actor_05\03-01-05-02-02-02-05.wav,3,1,5,2,2,2,5,male,angry
../data/Actor_05\03-01-06-01-01-01-05.wav,3,1,6,1,1,1,5,male,fearful
../data/Actor_05\03-01-06-01-01-02-05.wav,3,1,6,1,1,2,5,male,fearful
../data/Actor_05\03-01-06-01-02-01-05.wav,3,1,6,1,2,1,5,male,fearful
../data/Actor_05\03-01-06-01-02-02-05.wav,3,1,6,1,2,2,5,male,fearful
../data/Actor_05\03-01-06-02-01-01-05.wav,3,1,6,2,1,1,5,male,fearful
../data/Actor_05\03-01-06-02-01-02-05.wav,3,1,6,2,1,2,5,male,fearful
../data/Actor_05\03-01-06-02-02-01-05.wav,3,1,6,2,2,1,5,male,fearful
../data/Actor_05\03-01-06-02-02-02-05.wav,3,1,6,2,2,2,5,male,fearful
../data/Actor_05\03-01-07-01-01-01-05.wav,3,1,7,1,1,1,5,male,disgust
../data/Actor_05\03-01-07-01-01-02-05.wav,3,1,7,1,1,2,5,male,disgust
../data/Actor_05\03-01-07-01-02-01-05.wav,3,1,7,1,2,1,5,male,disgust
../data/Actor_05\03-01-07-01-02-02-05.wav,3,1,7,1,2,2,5,male,disgust
../data/Actor_05\03-01-07-02-01-01-05.wav,3,1,7,2,1,1,5,male,disgust
../data/Actor_05\03-01-07-02-01-02-05.wav,3,1,7,2,1,2,5,male,disgust
../data/Actor_05\03-01-07-02-02-01-05.wav,3,1,7,2,2,1,5,male,disgust
../data/Actor_05\03-01-07-02-02-02-05.wav,3,1,7,2,2,2,5,male,disgust
../data/Actor_05\03-01-08-01-01-01-05.wav,3,1,8,1,1,1,5,male,surprised
../data/Actor_05\03-01-08-01-01-02-05.wav,3,1,8,1,1,2,5,male,surprised
../data/Actor_05\03-01-08-01-02-01-05.wav,3,1,8,1,2,1,5,male,surprised
../data/Actor_05\03-01-08-01-02-02-05.wav,3,1,8,1,2,2,5,male,surprised
../data/Actor_05\03-01-08-02-01-01-05.wav,3,1,8,2,1,1,5,male,surprised
../data/Actor_05\03-01-08-02-01-02-05.wav,3,1,8,2,1,2,5,male,surprised
../data/Actor_05\03-01-08-02-02-01-05.wav,3,1,8,2,2,1,5,male,surprised
../data/Actor_05\03-01-08-02-02-02-05.wav,3,1,8,2,2,2,5,male,surprised
../data/Actor_05\03-02-01-01-01-01-05.wav,3,2,1,1,1,1,5,male,neutral
../data/Actor_05\03-02-01-01-01-02-05.wav,3,2,1,1,1,2,5,male,neutral
../data/Actor_05\03-02-01-01-02-01-05.wav,3,2,1,1,2,1,5,male,neutral
../data/Actor_05\03-02-01-01-02-02-05.wav,3,2,1,1,2,2,5,male,neutral
../data/Actor_05\03-02-02-01-01-01-05.wav,3,2,2,1,1,1,5,male,calm
../data/Actor_05\03-02-02-01-01-02-05.wav,3,2,2,1,1,2,5,male,calm
../data/Actor_05\03-02-02-01-02-01-05.wav,3,2,2,1,2,1,5,male,calm
../data/Actor_05\03-02-02-01-02-02-05.wav,3,2,2,1,2,2,5,male,calm
../data/Actor_05\03-02-02-02-01-01-05.wav,3,2,2,2,1,1,5,male,calm
../data/Actor_05\03-02-02-02-01-02-05.wav,3,2,2,2,1,2,5,male,calm
../data/Actor_05\03-02-02-02-02-01-05.wav,3,2,2,2,2,1,5,male,calm
../data/Actor_05\03-02-02-02-02-02-05.wav,3,2,2,2,2,2,5,male,calm
../data/Actor_05\03-02-03-01-01-01-05.wav,3,2,3,1,1,1,5,male,happy
../data/Actor_05\03-02-03-01-01-02-05.wav,3,2,3,1,1,2,5,male,happy
../data/Actor_05\03-02-03-01-02-01-05.wav,3,2,3,1,2,1,5,male,happy
../data/Actor_05\03-02-03-01-02-02-05.wav,3,2,3,1,2,2,5,male,happy
../data/Actor_05\03-02-03-02-01-01-05.wav,3,2,3,2,1,1,5,male,happy
../data/Actor_05\03-02-03-02-01-02-05.wav,3,2,3,2,1,2,5,male,happy
../data/Actor_05\03-02-03-02-02-01-05.wav,3,2,3,2,2,1,5,male,happy
../data/Actor_05\03-02-03-02-02-02-05.wav,3,2,3,2,2,2,5,male,happy
../data/Actor_05\03-02-04-01-01-01-05.wav,3,2,4,1,1,1,5,male,sad
../data/Actor_05\03-02-04-01-01-02-05.wav,3,2,4,1,1,2,5,male,sad
../data/Actor_05\03-02-04-01-02-01-05.wav,3,2,4,1,2,1,5,male,sad
../data/Actor_05\03-02-04-01-02-02-05.wav,3,2,4,1,2,2,5,male,sad
../data/Actor_05\03-02-04-02-01-01-05.wav,3,2,4,2,1,1,5,male,sad
../data/Actor_05\03-02-04-02-01-02-05.wav,3,2,4,2,1,2,5,male,sad
../data/Actor_05\03-02-04-02-02-01-05.wav,3,2,4,2,2,1,5,male,sad
../data/Actor_05\03-02-04-02-02-02-05.wav,3,2,4,2,2,2,5,male,sad
../data/Actor_05\03-02-05-01-01-01-05.wav,3,2,5,1,1,1,5,male,angry
../data/Actor_05\03-02-05-01-01-02-05.wav,3,2,5,1,1,2,5,male,angry
../data/Actor_05\03-02-05-01-02-01-05.wav,3,2,5,1,2,1,5,male,angry
../data/Actor_05\03-02-05-01-02-02-05.wav,3,2,5,1,2,2,5,male,angry
../data/Actor_05\03-02-05-02-01-01-05.wav,3,2,5,2,1,1,5,male,angry
../data/Actor_05\03-02-05-02-01-02-05.wav,3,2,5,2,1,2,5,male,angry
../data/Actor_05\03-02-05-02-02-01-05.wav,3,2,5,2,2,1,5,male,angry
../data/Actor_05\03-02-05-02-02-02-05.wav,3,2,5,2,2,2,5,male,angry
../data/Actor_05\03-02-06-01-01-01-05.wav,3,2,6,1,1,1,5,male,fearful
../data/Actor_05\03-02-06-01-01-02-05.wav,3,2,6,1,1,2,5,male,fearful
../data/Actor_05\03-02-06-01-02-01-05.wav,3,2,6,1,2,1,5,male,fearful
../data/Actor_05\03-02-06-01-02-02-05.wav,3,2,6,1,2,2,5,male,fearful
../data/Actor_05\03-02-06-02-01-01-05.wav,3,2,6,2,1,1,5,male,fearful
../data/Actor_05\03-02-06-02-01-02-05.wav,3,2,6,2,1,2,5,male,fearful
../data/Actor_05\03-02-06-02-02-01-05.wav,3,2,6,2,2,1,5,male,fearful
../data/Actor_05\03-02-06-02-02-02-05.wav,3,2,6,2,2,2,5,male,fearful
../data/Actor_06\03-01-01-01-01-01-06.wav,3,1,1,1,1,1,6,female,neutral
../data/Actor_06\03-01-01-01-01-02-06.wav,3,1,1,1,1,2,6,female,neutral
../data/Actor_06\03-01-01-01-02-01-06.wav,3,1,1,1,2,1,6,female,neutral
../data/Actor_06\03-01-01-01-02-02-06.wav,3,1,1,1,2,2,6,female,neutral
../data/Actor_06\03-01-02-01-01-01-06.wav,3,1,2,1,1,1,6,female,calm
../data/Actor_06\03-01-02-01-01-02-06.wav,3,1,2,1,1,2,6,female,calm
../data/Actor_06\03-01-02-01-02-01-06.wav,3,1,2,1,2,1,6,female,calm
../data/Actor_06\03-01-02-01-02-02-06.wav,3,1,2,1,2,2,6,female,calm
../data/Actor_06\03-01-02-02-01-01-06.wav,3,1,2,2,1,1,6,female,calm
../data/Actor_06\03-01-02-02-01-02-06.wav,3,1,2,2,1,2,6,female,calm
../data/Actor_06\03-01-02-02-02-01-06.wav,3,1,2,2,2,1,6,female,calm
../data/Actor_06\03-01-02-02-02-02-06.wav,3,1,2,2,2,2,6,female,calm
../data/Actor_06\03-01-03-01-01-01-06.wav,3,1,3,1,1,1,6,female,happy
../data/Actor_06\03-01-03-01-01-02-06.wav,3,1,3,1,1,2,6,female,happy
../data/Actor_06\03-01-03-01-02-01-06.wav,3,1,3,1,2,1,6,female,happy
../data/Actor_06\03-01-03-01-02-02-06.wav,3,1,3,1,2,2,6,female,happy
../data/Actor_06\03-01-03-02-01-01-06.wav,3,1,3,2,1,1,6,female,happy
../data/Actor_06\03-01-03-02-01-02-06.wav,3,1,3,2,1,2,6,female,happy
../data/Actor_06\03-01-03-02-02-01-06.wav,3,1,3,2,2,1,6,female,happy
../data/Actor_06\03-01-03-02-02-02-06.wav,3,1,3,2,2,2,6,female,happy
../data/Actor_06\03-01-04-01-01-01-06.wav,3,1,4,1,1,1,6,female,sad
../data/Actor_06\03-01-04-01-01-02-06.wav,3,1,4,1,1,2,6,female,sad
../data/Actor_06\03-01-04-01-02-01-06.wav,3,1,4,1,2,1,6,female,sad
../data/Actor_06\03-01-04-01-02-02-06.wav,3,1,4,1,2,2,6,female,sad
../data/Actor_06\03-01-04-02-01-01-06.wav,3,1,4,2,1,1,6,female,sad
../data/Actor_06\03-01-04-02-01-02-06.wav,3,1,4,2,1,2,6,female,sad
../data/Actor_06\03-01-04-02-02-01-06.wav,3,1,4,2,2,1,6,female,sad
../data/Actor_06\03-01-04-02-02-02-06.wav,3,1,4,2,2,2,6,female,sad
../data/Actor_06\03-01-05-01-01-01-06.wav,3,1,5,1,1,1,6,female,angry
../data/Actor_06\03-01-05-01-01-02-06.wav,3,1,5,1,1,2,6,female,angry
../data/Actor_06\03-01-05-01-02-01-06.wav,3,1,5,1,2,1,6,female,angry
../data/Actor_06\03-01-05-01-02-02-06.wav,3,1,5,1,2,2,6,female,angry
../data/Actor_06\03-01-05-02-01-01-06.wav,3,1,5,2,1,1,6,female,angry
../data/Actor_06\03-01-05-02-01-02-06.wav,3,1,5,2,1,2,6,female,angry
../data/Actor_06\03-01-05-02-02-01-06.wav,3,1,5,2,2,1,6,female,angry
../data/Actor_06\03-01-05-02-02-02-06.wav,3,1,5,2,2,2,6,female,angry
../data/Actor_06\03-01-06-01-01-01-06.wav,3,1,6,1,1,1,6,female,fearful
../data/Actor_06\03-01-06-01-01-02-06.wav,3,1,6,1,1,2,6,female,fearful
../data/Actor_06\03-01-06-01-02-01-06.wav,3,1,6,1,2,1,6,female,fearful
../data/Actor_06\03-01-06-01-02-02-06.wav,3,1,6,1,2,2,6,female,fearful
../data/Actor_06\03-01-06-02-01-01-06.wav,3,1,6,2,1,1,6,female,fearful
../data/Actor_06\03-01-06-02-01-02-06.wav,3,1,6,2,1,2,6,female,fearful
../data/Actor_06\03-01-06-02-02-01-06.wav,3,1,6,2,2,1,6,female,fearful
../data/Actor_06\03-01-06-02-02-02-06.wav,3,1,6,2,2,2,6,female,fearful
../data/Actor_06\03-01-07-01-01-01-06.wav,3,1,7,1,1,1,6,female,disgust
../data/Actor_06\03-01-07-01-01-02-06.wav,3,1,7,1,1,2,6,female,disgust
../data/Actor_06\03-01-07-01-02-01-06.wav,3,1,7,1,2,1,6,female,disgust
../data/Actor_06\03-01-07-01-02-02-06.wav,3,1,7,1,2,2,6,female,disgust
../data/Actor_06\03-01-07-02-01-01-06.wav,3,1,7,2,1,1,6,female,disgust
../data/Actor_06\03-01-07-02-01-02-06.wav,3,1,7,2,1,2,6,female,disgust
../data/Actor_06\03-01-07-02-02-01-06.wav,3,1,7,2,2,1,6,female,disgust
../data/Actor_06\03-01-07-02-02-02-06.wav,3,1,7,2,2,2,6,female,disgust
../data/Actor_06\03-01-08-01-01-01-06.wav,3,1,8,1,1,1,6,female,surprised
../data/Actor_06\03-01-08-01-01-02-06.wav,3,1,8,1,1,2,6,female,surprised
../data/Actor_06\03-01-08-01-02-01-06.wav,3,1,8,1,2,1,6,female,surprised
../data/Actor_06\03-01-08-01-02-02-06.wav,3,1,8,1,2,2,6,female,surprised
../data/Actor_06\03-01-08-02-01-01-06.wav,3,1,8,2,1,1,6,female,surprised
../data/Actor_06\03-01-08-02-01-02-06.wav,3,1,8,2,1,2,6,female,surprised
../data/Actor_06\03-01-08-02-02-01-06.wav,3,1,8,2,2,1,6,female,surprised
../data/Actor_06\03-01-08-02-02-02-06.wav,3,1,8,2,2,2,6,female,surprised
../data/Actor_06\03-02-01-01-01-01-06.wav,3,2,1,1,1,1,6,female,neutral
../data/Actor_06\03-02-01-01-01-02-06.wav,3,2,1,1,1,2,6,female,neutral
../data/Actor_06\03-02-01-01-02-01-06.wav,3,2,1,1,2,1,6,female,neutral
../data/Actor_06\03-02-01-01-02-02-06.wav,3,2,1,1,2,2,6,female,neutral
../data/Actor_06\03-02-02-01-01-01-06.wav,3,2,2,1,1,1,6,female,calm
../data/Actor_06\03-02-02-01-01-02-06.wav,3,2,2,1,1,2,6,female,calm
../data/Actor_06\03-02-02-01-02-01-06.wav,3,2,2,1,2,1,6,female,calm
../data/Actor_06\03-02-02-01-02-02-06.wav,3,2,2,1,2,2,6,female,calm
../data/Actor_06\03-02-02-02-01-01-06.wav,3,2,2,2,1,1,6,female,calm
../data/Actor_06\03-02-02-02-01-02-06.wav,3,2,2,2,1,2,6,female,calm
../data/Actor_06\03-02-02-02-02-01-06.wav,3,2,2,2,2,1,6,female,calm
../data/Actor_06\03-02-02-02-02-02-06.wav,3,2,2,2,2,2,6,female,calm
../data/Actor_06\03-02-03-01-01-01-06.wav,3,2,3,1,1,1,6,female,happy
../data/Actor_06\03-02-03-01-01-02-06.wav,3,2,3,1,1,2,6,female,happy
../data/Actor_06\03-02-03-01-02-01-06.wav,3,2,3,1,2,1,6,female,happy
../data/Actor_06\03-02-03-01-02-02-06.wav,3,2,3,1,2,2,6,female,happy
../data/Actor_06\03-02-03-02-01-01-06.wav,3,2,3,2,1,1,6,female,happy
../data/Actor_06\03-02-03-02-01-02-06.wav,3,2,3,2,1,2,6,female,happy
../data/Actor_06\03-02-03-02-02-01-06.wav,3,2,3,2,2,1,6,female,happy
../data/Actor_06\03-02-03-02-02-02-06.wav,3,2,3,2,2,2,6,female,happy
../data/Actor_06\03-02-04-01-01-01-06.wav,3,2,4,1,1,1,6,female,sad
../data/Actor_06\03-02-04-01-01-02-06.wav,3,2,4,1,1,2,6,female,sad
../data/Actor_06\03-02-04-01-02-01-06.wav,3,2,4,1,2,1,6,female,sad
../data/Actor_06\03-02-04-01-02-02-06.wav,3,2,4,1,2,2,6,female,sad
../data/Actor_06\03-02-04-02-01-01-06.wav,3,2,4,2,1,1,6,female,sad
../data/Actor_06\03-02-04-02-01-02-06.wav,3,2,4,2,1,2,6,female,sad
../data/Actor_06\03-02-04-02-02-01-06.wav,3,2,4,2,2,1,6,female,sad
../data/Actor_06\03-02-04-02-02-02-06.wav,3,2,4,2,2,2,6,female,sad
../data/Actor_06\03-02-05-01-01-01-06.wav,3,2,5,1,1,1,6,female,angry
../data/Actor_06\03-02-05-01-01-02-06.wav,3,2,5,1,1,2,6,female,angry
../data/Actor_06\03-02-05-01-02-01-06.wav,3,2,5,1,2,1,6,female,angry
../data/Actor_06\03-02-05-01-02-02-06.wav,3,2,5,1,2,2,6,female,angry
../data/Actor_06\03-02-05-02-01-01-06.wav,3,2,5,2,1,1,6,female,angry
../data/Actor_06\03-02-05-02-01-02-06.wav,3,2,5,2,1,2,6,female,angry
